business_id,full_address,open,categories,review_count,name,neighborhoods,longitude,state,stars,latitude,type
G2Re2E5Jkv_UF1xrenSsDg,"4500 E Cactus Rd
Phoenix, AZ 85032",True,"[u'Department Stores', u'Fashion', u'Shopping']",11,Macy's,[],-111.9820907,AZ,4.0,33.5993236,business
8lTdJA9GK59-NzJwleSJBQ,"7501 S McAllister Ave
Tempe, AZ 85283",True,"[u'Window Washing', u'Home Services']",12,Clearly Professional Window Cleaning,[],-111.931256,AZ,5.0,33.3503,business
Jj7bcQ6NDfKoz4TXwvYfMg,"8941 N Black Canyon Hwy
Phoenix, AZ 85021",True,"[u'Burgers', u'Restaurants']",23,Fuddruckers,[],-112.116243,AZ,4.0,33.566989,business
OMXAkiWyKz0AM6PwwuP38Q,"7131 W Ray Rd
Suite 14
Chandler, AZ 85226",True,"[u'Kitchen & Bath', u'Shopping', u'Home & Garden']",15,Sur La Table,[],-111.964138,AZ,4.0,33.317906,business
K0v87iFgB3sXSzw6e-BJ5w,"100 Easy St
Carefree, AZ 85377",True,"[u'Food', u'Beer, Wine & Spirits']",8,AZ Wine Company,[],-111.9229042,AZ,4.5,33.8242305,business
jcQgDviuCuJLJWjYoTy9MA,"Mesa, AZ 85215",True,"[u'Plumbing', u'Home Services']",4,Rocket Rooter Plumbing and Drain Service,[],-111.5468301,AZ,5.0,33.519545,business
QL3vFMAsEHqfi1KGH-4igg,"Mondrian Hotel Scottsdale
7353 E Indian School Rd
Scottsdale, AZ 85251",False,"[u'Bars', u'Nightlife', u'Lounges']",11,Red Bar,[],-111.924226,AZ,3.0,33.49447,business
yOYFhiTjT-SM4spKtDk92w,"10227 N Metro Pkwy E
Phoenix, AZ 85051",False,"[u'Buffets', u'Dim Sum', u'Chinese', u'Restaurants']",42,China Chan Restaurant,[],-112.120516,AZ,3.5,33.5803589,business
4IAzFJ159GEaIGX1-y6Bmw,"9251 E Shea Blvd
Scottsdale, AZ 85258",True,"[u'Burgers', u'Fast Food', u'Restaurants']",3,McDonald's,[],-111.881625,AZ,2.5,33.581867,business
s02x9kPbZii-uw1x0Oyy6w,"32351 N Scottsdale Rd
Scottsdale, AZ 85262",True,"[u'Department Stores', u'Fashion', u'Shopping', u'Drugstores']",5,Target Stores,[],-111.9257696,AZ,3.5,33.7801176,business
e9JhcYEgNbRL8i8CTdQO2w,"15205 N Kierland Blvd
Ste 150
Scottsdale, AZ 85254",True,"[u'Shopping Centers', u'Shopping']",54,Kierland Commons,[],-111.930343,AZ,4.5,33.624638,business
MLAnvEcvDfOWELHUN_0xEw,"7001 N Scottsdale Rd
Ste 147
Scottsdale, AZ 85253",False,"[u'Food', u'Breweries', u'American (New)', u'Restaurants']",85,Nimbus American Bistro N' Brewery,[],-111.9641728,AZ,3.0,33.5388471,business
BtKwRZRMyTIi9BRFk-75sQ,"W Union Hills Dr
Glendale, AZ 85308",True,"[u'Active Life', u'Dog Parks', u'Amateur Sports Teams', u'Parks']",15,Foothills Park,[],-112.179572582245,AZ,4.0,33.6570846738415,business
MwIM3O0p8V_y2ttXz0_xGw,"3592 S Atherton Blvd
Ste 107
Gilbert, AZ 85297",True,"[u'Pediatric Dentists', u'Health & Medical', u'Dentists']",5,Little Tykes Pediatric Dentistry,[],-111.71703,AZ,3.5,33.285218,business
JHp5mJvYe6UtM_QsklR-iw,"7607 E McDowell Road
Suite 101
Scottsdale, AZ 85257",True,"[u'Pizza', u'Restaurants']",9,Peter Piper Pizza,[],-111.9175425,AZ,3.0,33.4661264,business
O0ayL4r9AbonKwdgelBL3A,"524 W Broadway Rd
Ste 107
Tempe, AZ 85282",True,"[u'Active Life', u'Performing Arts', u'Arts & Entertainment', u'Dance Studios', u'Fitness & Instruction']",5,Plaza de Anaya,[],-111.9470154,AZ,5.0,33.4076118,business
sygb2W4NRadVXiWhW8bnFQ,"616 E Pima Street
Gila Bend, AZ 85337",True,"[u'Mexican', u'Restaurants']",10,Sofia's Mexican Food,[],-112.7113217,AZ,3.5,32.9482948,business
ECuS72VSRKpRRFToQiNQxA,"4532 N 7th St
#B
Phoenix, AZ 85014",False,"[u'Thrift Stores', u'Used, Vintage & Consignment', u'Fashion', u'Shopping']",4,Nostalgic Alley,[],-112.065449,AZ,5.0,33.503223,business
JvJjaTJCyUGu5SDpoJWvZg,"1930 W Pinnacle Peak Rd
Ste 119
Phoenix, AZ 85027",False,"[u'Caterers', u'Restaurants', u'Event Planning & Services', u'Italian']",9,Meatballz,[],-112.101312,AZ,3.0,33.6988429,business
u9b49Z4JmvbP6KTe26lyoA,"4515 E Cactus Rd
Phoenix, AZ 85032",True,"[u'Hair Salons', u'Beauty & Spas']",5,Cool Cuts 4 Kids,[],-111.9820732,AZ,4.0,33.5991424,business
j1Ql05L7wn_8GGLj3jHkWg,"4032 N Miller Road
Scottsdale, AZ 85251",True,[],3,Ford Robert Black Agency,[],-111.9174842,AZ,5.0,33.4939995,business
507GX11jtCsVYlzaur05_w,"4730 E Warner Rd
Phoenix, AZ 85044",True,"[u'Chinese', u'Restaurants']",27,Panda Garden,[],-111.983142,AZ,4.0,33.333182,business
3ic0B872Tql7dwO4YRTDCw,"2480 W Happy Valley Rd.
Suite 1215
Phoenix, AZ 85085",True,"[u'Fashion', u'Shopping', u'Jewelry', u'Accessories']",15,Charming Charlie,[],-112.1114135,AZ,4.5,33.7129657,business
0EE3BohGb4lxWRnHLiqNnw,"124th St & Via Linda
Scottsdale, AZ 85255",True,"[u'Active Life', u'Hiking']",17,Lost Dog Wash Trail,[],-111.8134299,AZ,4.5,33.5896225,business
GhC1V0MRGoma3MP0Gn28Fw,"3111 W Chandler Blvd Ste 2146
Chandler, AZ 85226",False,[u'Restaurants'],3,Ruby's Diner,[],-111.897553,AZ,4.5,33.305681,business
pvJuii1d2CTQd9BF3gT_Sg,"PO Box 25589
Tempe, AZ 85285",True,"[u'Print Media', u'Mass Media']",3,College Times,[],-111.9360171,AZ,4.5,33.3928523,business
-nPwp-pg-pTEO2nqo1h_lg,"7700 W. Arrowhead Tn. Ctr.
1079
Glendale, AZ 85308",True,"[u'Arts & Entertainment', u'Cinema']",11,AMC Arrowhead 14,[],-112.225298881531,AZ,2.5,33.6424376443382,business
reMYkuDhLk4raAviOFtvOQ,"13616 N 35th Ave
Ste 1
Phoenix, AZ 85029",True,"[u'Burgers', u'Restaurants']",38,Lenny's Burger Shop,[],-112.119087,AZ,4.0,33.597474,business
MG1IbQUurcXn8NQgXGM34Q,"4410 E University Dr
Mesa, AZ 85205",True,"[u'Delis', u'Restaurants']",3,Yee-haws,[],-111.735789,AZ,3.5,33.423805,business
KqYY2rwD8ymjU9mVJwiuRQ,"9020 N 19th Ave
Phoenix, AZ 85021",True,"[u'Chinese', u'Restaurants']",3,Panda Gourmet,[],-112.0998396,AZ,3.5,33.5682973,business
idpRaOujsEvnI-LzDSKa6g,"13277 W McDowell Rd
Goodyear, AZ 85395",True,"[u'Shopping', u'Antiques']",5,Brass Armadillo Antique Mall,[],-112.3447338,AZ,4.5,33.4618027,business
vusJ2oza6-jzhzBTeae-OQ,"2344 E Baseline Rd
Mesa, AZ 85204",True,"[u'Auto Repair', u'Automotive', u'Oil Change Stations']",6,Brake Masters,[],-111.783074,AZ,4.0,33.37947,business
jvvh4Q00Hq2XyIcfmAAT2A,"7014-590 E Camelback Rd
Scottsdale, AZ 85251",True,"[u'Burgers', u'Restaurants']",52,Five Guys Burger and Fries,[],-111.9284569,AZ,3.5,33.503323,business
BF0XhsT8mEv6gpxru_8Syg,"4315 W Bell Road
Glendale, AZ 85308",True,"[u'Food', u'Grocery']",3,Fry's & Fry's Marketplace,[],-112.1528218,AZ,4.5,33.6378053,business
RtwOc-n_RkiUuDGaNfCsNw,"8707 S Priest Dr
Ste 101
Tempe, AZ 85284",True,"[u'Cheesesteaks', u'Sandwiches', u'Restaurants']",106,Forefathers Gourmet Cheesesteaks & Fries,[],-111.9631173,AZ,4.0,33.3351559,business
xWcTt1L4vQC_QkPfPBVlCw,"201 E Camelback Rd
Phoenix, AZ 85012",True,"[u'Shopping', u'Home Services', u'Home & Garden', u'Lighting Fixtures & Equipment', u'Furniture Stores', u'Home Decor']",20,Red Modern Furniture,[],-112.0709232,AZ,3.5,33.5090487,business
ldsiFlvSxBhuZHZxvzWPYw,"1702 W Camelback Rd
Phoenix, AZ 85015",True,"[u'Food', u'Grocery']",4,Loi Phat Oriental Food Grocery Store,[],-112.0962274,AZ,4.0,33.5097112,business
dLBqf9QayF9eSUzz6BvmSQ,"2027 E Camelback Rd
Phoenix, AZ 85016",True,"[u'Used, Vintage & Consignment', u'Fashion', u'Shopping', u'Home & Garden', u'Furniture Stores']",6,My Sister's Attic,[],-112.0372641,AZ,3.0,33.5092825,business
LSxO2ko3_5KODWKZLEm8FQ,"4331 E Broadway Road
Mesa, AZ 85206",True,"[u'Veterinarians', u'Pets']",5,Tri-City East Veterinary Hospital,[],-111.7371543,AZ,3.0,33.4081936,business
Y1eMoHPnhwoOcYsKxGl74g,"3135 E Lincoln Dr
Phoenix, AZ 85016",False,"[u""Women's Clothing"", u'Fashion', u'Shopping', u'Accessories']",8,Loehmann's Inc,[],-112.0148644,AZ,4.5,33.5307752,business
0YCV8260mMgN0PxuzAtO3g,"144 N Central Ave
Phoenix, AZ 85004",True,"[u'Fast Food', u'Sandwiches', u'Restaurants']",3,Subway,[],-112.0740911,AZ,2.5,33.4503008,business
Wc4-mBb_8CTF5KoU8Fariw,"2301 E Yeager Dr
Ste 3
Chandler, AZ 85286",True,"[u'Gyms', u'Weight Loss Centers', u'Health & Medical', u'Trainers', u'Fitness & Instruction', u'Active Life']",3,CrossFit Infernal,[],-111.8017218,AZ,5.0,33.2805741,business
p4O4b0oZiV5oDhIDrCrgcg,"4705 E Carefree Hwy
Ste 116
Cave Creek, AZ 85331",True,"[u'Tobacco Shops', u'Shopping']",3,Churchill's Fine Cigars,[],-111.9798909,AZ,4.5,33.7977694,business
rksEr9GshBvBkV4vAQbruQ,"855 W Warner Rd
Gilbert, AZ 85233",True,"[u'Food', u'Grocery']",4,Fry's Food & Drug Stores & Fry's Marketplace,[],-111.8083119,AZ,3.5,33.3340421,business
NtizlEdtnJX0tteMdZ-6tw,"4267 W Thunderbird Road
Phoenix, AZ 85053",True,[u'Restaurants'],3,Blimpie Subs & Salads,[],-112.1505433,AZ,3.0,33.6106566,business
z1CjVXv6M6RbWhZO1lIExA,"15816 N Greenway Hayden Loop
Ste 100
Scottsdale, AZ 85260",True,"[u'Local Services', u'Discount Store', u'Shopping', u'Appliances & Repair', u'Office Equipment']",3,Lighting Unlimited,[],-111.913695,AZ,3.5,33.629381,business
HLQUH1VAw4KbSV-IhxOPEw,"2401 East Camelback Road
Phoenix, AZ 85016",True,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",49,"The Ritz-Carlton, Phoenix",[],-112.0293073,AZ,4.0,33.508954,business
WNy1uzcmm_UHmTyR--o5IA,"960 W University Dr
Tempe, AZ 85281",True,"[u'Pubs', u'Bars', u'Nightlife', u'British', u'Restaurants']",580,Cornish Pasty Company,[],-111.951494,AZ,4.5,33.422728,business
A0-0oO2I-L4QF9BMi9duuw,"Phoenix, AZ 85034",True,"[u'Home Services', u'Contractors']",5,All Patio Doors & More,[],-112.0178286,AZ,5.0,33.4382789,business
woihBX8gAaEDL4nWtao9dg,"6773 W Bell Road
Glendale, AZ 85308",True,"[u'Arts & Entertainment', u'Pizza', u'Arcades', u'Restaurants']",7,Chuck E Cheese,[],-112.2051629,AZ,2.0,33.6380899,business
aK8BF1xuYZVzUgi3qAn3Ug,"15033 W Bell Road
Surprise, AZ 85374",True,"[u'Health & Medical', u'Dentists']",4,Smiles of Beauty-Surprise,[],-112.383586,AZ,2.0,33.6382509,business
jl_2Ui3vC81bIwOCCQZI1w,"3141 S McClintock Dr Ste 1
Tempe, AZ 85282",True,"[u'Videos & Video Game Rental', u'Books, Mags, Music & Video', u'Shopping']",4,Blockbuster Video,[],-111.908919,AZ,2.5,33.394763,business
ejx-rekLkZ2RkNgSejf0pA,"605 E Bell Road
Phoenix, AZ 85022",True,"[u'Banks & Credit Unions', u'Financial Services', u'Mortgage Brokers', u'Home Services', u'Real Estate']",4,Bank of America,[],-112.0663313,AZ,2.5,33.6402102,business
aX2Js7hZBhBAzc8LeRs55w,"6195 W Bell Road
Glendale, AZ 85308",True,"[u'Tires', u'Automotive']",5,Big O Tire Stores,[],-112.1925299,AZ,4.0,33.6384243,business
5Rtgv0oDqmKkIayIrjEjqg,"7360 W Bell Rd
Glendale, AZ 85308",True,"[u'Sporting Goods', u'Shopping']",4,Sports Authority,[],-112.217652,AZ,4.0,33.639331,business
Xk41spRMMo2C7Nn8YQIL0g,"3396 N Hayden
Scottsdale, AZ 85251",True,"[u'Banks & Credit Unions', u'Financial Services']",4,Arizona Federal Credit Union,[],-111.909447,AZ,2.5,33.487234,business
0BpMvu5B9fY-KEbOuxLtFQ,"2945 E Bell Rd
Ste 102
Phoenix, AZ 85032",True,"[u'Japanese', u'Restaurants']",54,Kampai,[],-112.019165147988,AZ,3.5,33.639951900923,business
bIOEv4Gc49SiFhYedmN7aA,"21398 S Ellsworth Rd
Queen Creek, AZ 85242",True,"[u'Food', u'Department Stores', u'Grocery', u'Fashion', u'Shopping']",4,Target,[],-111.64149939723,AZ,4.0,33.25480254189,business
Q7Yo02l--O9KMWYYNukY0w,"8009 E Dillons Way
Scottsdale, AZ 85260",True,[],4,Dillon Precision Products,[],-111.9067544,AZ,5.0,33.6339781,business
jqZKv-7F54guDLalXEjHxg,"15435 N Scottsdale Rd
Ste 100
Scottsdale, AZ 85260",True,"[u'Burgers', u'Restaurants']",69,Five Guys Burgers and Fries,[],-111.9254565,AZ,3.5,33.6265775,business
dzSPa5kkpQIRjMOHvDUF_Q,"2370 W Happy Valley Rd
Phoenix, AZ 85085",True,"[u'Bakeries', u'Food', u'Sandwiches', u'Restaurants']",24,Paradise Bakery & Cafe,[],-112.1117309,AZ,3.5,33.7129653,business
SJMjlvbGDUGO9Elpkl4kew,"15464 N Frank Lloyd Wright Blvd
Scottsdale, AZ 85260",True,"[u'Department Stores', u'Fashion', u'Shopping']",5,TJ Maxx,[],-111.889604330063,AZ,2.0,33.6285117246143,business
oD3K3aT52uNdLaYmGnRV8A,"1000 N. College Ave.
Tempe, AZ 85281",True,"[u'Active Life', u'Dog Parks', u'Parks']",8,Papago Dog Park,[],-111.9308428,AZ,2.5,33.4394844,business
rftGOyvbSAMOBTJWGhTLgA,"5030 W Baseline Rd
Ste 133
Laveen, AZ 85339",True,"[u'Hair Salons', u'Beauty & Spas']",8,Ellaments Salon & Boutique,[],-112.1666063,AZ,4.0,33.3776437,business
kIco4kv-FHT6QqdkDQ2cow,"2870 N Hayden Rd
Scottsdale, AZ 85257",True,"[u'American (Traditional)', u'Fast Food', u'Restaurants']",13,Sonic Drive-In,[],-111.9093213,AZ,3.5,33.4796348,business
YXQzFolTvipDSpTlUTd6Eg,"2156 N Alma School Rd
Ste 112
Chandler, AZ 85224",True,"[u'Shopping', u'Guns & Ammo']",9,Guns Etc,[],-111.85953,AZ,2.5,33.337095,business
2qbajPD8M7PJlWWaHSRR5Q,"393 W Warner Rd
Chandler, AZ 85225",True,"[u'Dive Bars', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",22,Draft House On The Reef,[],-111.8463705,AZ,3.5,33.3344463,business
j559p_Yelp12W2W_gTvDaA,"1700 W Washington St
Phoenix, AZ 85007",True,"[u'Landmarks & Historical Buildings', u'Public Services & Government']",3,Arizona State Capitol,[],-112.0950937,AZ,2.5,33.447646,business
tieXOBZlj01Hk_CR_sl0pg,"3616 E Ray Rd
Phoenix, AZ 85044",True,"[u'Food', u'Grocery']",3,Fry's Supermarket,[],-112.005508,AZ,3.5,33.316848,business
_0Eql3UB3K5-6q4IHNBbWA,"1339 E Chandler Blvd
Phoenix, AZ 85048",True,"[u'Skin Care', u'Hair Salons', u'Hair Removal', u'Beauty & Spas']",3,K-Bella Salon & Spa,[],-112.0534109,AZ,4.0,33.3052569,business
I98ESrTemwkaVIrN_USx4A,"1835 W Missouri Ave
Phoenix, AZ 85015",True,"[u'Doctors', u'Health & Medical', u'Family Practice']",10,Healthy Outlook Family Medicine,[],-112.098838,AZ,4.5,33.516595,business
1XiG4o4edRcoBcIrP209yg,"334 N 25th Ave
Phoenix, AZ 85009",True,"[u'Food', u'Breweries']",15,Old World Brewery,[],-112.113567,AZ,3.5,33.452284,business
AoO0FJyUm01lmIJJTcPWEQ,"2753 E Broadway
Ste 104
Mesa, AZ 85204",True,"[u'Burgers', u'Restaurants']",47,Giant Hamburgers,[],-111.7716542,AZ,4.0,33.4064076,business
2k1I66IxKL9vJnRQhXWkDQ,"13201 N 35th Ave
Ste 3B
Phoenix, AZ 85029",True,"[u'Accountants', u'Professional Services']",4,Hacker Accounting,[],-112.119087,AZ,5.0,33.597474,business
LNUx60j6DQAxJuikUiZNvw,"4513 N Scottsdale Rd
Scottsdale, AZ 85251",False,"[u'Food', u'Coffee & Tea']",4,The Coffee Bean & Tea Leaf,[],-111.9256326,AZ,3.5,33.5033716,business
xKXahNKbBUZtOPWibwq94w,"2515 N Scottsdale Rd
Scottsdale, AZ 85250",True,"[u'Food', u'Wine Bars', u'Bars', u'Nightlife', u'Beer, Wine & Spirits']",19,AZ Wine Company,[],-111.925588,AZ,4.0,33.475302,business
1Nge1ObX93-y1AoXONt34A,"1445 W Elliot Rd
Tempe, AZ 85284",True,"[u'Tires', u'Automotive', u'Auto Repair']",3,Costco Wholesale,[],-111.961862,AZ,5.0,33.347289,business
BmElzV6FNKvt2R7rI_gfvQ,"8921 N 7th St
Phoenix, AZ 85020",True,"[u'Used, Vintage & Consignment', u'Fashion', u'Shopping']",3,Goodwill Industries of AZ,[],-112.0652303,AZ,3.5,33.5667554,business
9W5zaqA_fdjTk127fioY0A,"837 N Dobson Rd
Mesa, AZ 85201",True,"[u'Department Stores', u'Fashion', u'Shopping', u'Home Decor', u'Home & Garden', u'Kitchen & Bath']",7,Bed Bath & Beyond,[],-111.873996,AZ,4.0,33.430264,business
eK6KGMKqU_4nB9RdayZD7Q,"602 E Lincoln St
Phoenix, AZ 85004",True,"[u'Mexican', u'Restaurants']",17,Tee Pee Tap Room,[],-112.0657857,AZ,3.0,33.4423368,business
umdxfhSlk67yGEi8-S-bEg,"20831 N Scottsdale Rd
Ste 117
Scottsdale, AZ 85255",True,"[u'Burgers', u'American (Traditional)', u'Restaurants']",70,Cold Beers & Cheeseburgers,[],-111.924676895142,AZ,3.0,33.6765685033475,business
aIpqc26pFPyEglBrs0k7EA,"2502 E Camelback Road
Phoenix, AZ 85016",True,"[u'Shopping', u'Mobile Phones']",4,Sprint,[],-112.0272041,AZ,3.0,33.5102068,business
mG5WTamjKzje897WkCXiTA,"4410 N 40th St
Phoenix, AZ 85018",True,"[u'Cards & Stationery', u'Arts & Crafts', u'Flowers & Gifts', u'Shopping', u'Event Planning & Services']",11,Paperjoy,[],-111.9955012,AZ,4.0,33.5024095,business
k_yGJN2ynaUkzLTEzBWyLA,"1803 E Rio Salado Pkwy
Ste 104
Tempe, AZ 85281",True,"[u'Auto Repair', u'Automotive']",6,EuroTechs,[],-111.907821,AZ,5.0,33.428722,business
ixxKknYQAGGpCE1LhmFg3A,"1710 S Alma School Rd
Mesa, AZ 85210",True,"[u""Women's Clothing"", u""Men's Clothing"", u'Fashion', u'Shopping', u'Shoe Stores']",4,Boot Barn,[],-111.857962,AZ,5.0,33.383482,business
5hGkW5VddU07sI8DPfi-Bw,"13220 W Van Buren St Ste 108
Suite 108
Goodyear, AZ 85338",True,"[u'Flowers & Gifts', u'Shopping', u'Florists']",4,Desert Oasis Floral,[],-112.3436915,AZ,2.5,33.4502598,business
imSAkSzL5X1rUc3Z1ZMYeA,"550 W McDowell Rd
Phoenix, AZ 85003",True,"[u'Flowers & Gifts', u'Shopping', u'Florists']",6,Community Florist,[],-112.0822105,AZ,4.5,33.4659933,business
YowLDN2YEKVJpHv0Loqm5A,"Sky Harbor Airport - Terminal 4
3400 Sky Harbor Blvd
Phoenix, AZ 85034",True,"[u'Hot Dogs', u'Restaurants']",18,Jody Maroni's Sausage Kingdom,[],-112.0178286,AZ,2.5,33.4382789,business
l7WFICL6sLarCOHc0YFODQ,"1235 S Gilbert Rd
Ste 8
Mesa, AZ 85204",True,"[u'Shopping', u'Baby Gear & Furniture']",4,Baby Mother & More,[],-111.787043,AZ,5.0,33.392567,business
HQFscafV3wi5z4yOKdUGRg,"501 W Thomas Rd
Phoenix, AZ 85013",True,"[u'Breakfast & Brunch', u'Diners', u'Restaurants']",58,5th Avenue Cafe,[],-112.080631,AZ,3.5,33.480016,business
JW1M3UOIopAA4C2y0Xt0wQ,"29455 N Cave Creek Rd
Ste 108
Cave Creek, AZ 85331",True,"[u'Pets', u'Pet Stores']",6,Bonnie's Barkery,[],-111.991308,AZ,4.0,33.751685,business
46Pklsv4V2dku7yY5rvhIw,"1757 E Baseline Rd
Ste 129
Gilbert, AZ 85233",True,"[u'Health & Medical', u'Dentists', u'General Dentistry']",11,"David T Madder, DMD",[],-111.793383,AZ,4.5,33.37854,business
-sC66z4SO3tR7nFCjfQwuQ,"401 W Clarendon Ave
Phoenix, AZ 85013",True,"[u'Mexican', u'Restaurants']",549,Gallo Blanco Cafe,[],-112.079081,AZ,4.0,33.49112,business
hBodj_f6adUAnEVUb_he_A,"6607 S Central Ave
Phoenix, AZ 85042",True,"[u'American (Traditional)', u'Restaurants']",4,Turk's Fish and Chips,[],-112.073079,AZ,2.5,33.386417,business
fc7HNDbFpDlDWCGMh-c8lw,"13764 W. Bell Road
Surprise, AZ 85374",True,"[u'Veterinarians', u'Pets']",6,Banfield Pet Hospital,[],-112.354279,AZ,2.0,33.640184,business
1J1iid_qU__8_CxiS2Zw4Q,"1457 W Southern Ave
Mesa, AZ 85202",False,"[u'Buffets', u'Restaurants']",5,Souper Salad,[],-111.862526,AZ,3.0,33.3925142,business
Si4xIYKj7cbBou6Vkk0JJg,"2637 W Bethany Home Rd
Phoenix, AZ 85073",True,"[u'Barbers', u'Beauty & Spas']",4,Danny's Barber Shop,[],-112.1163693,AZ,3.5,33.5239202,business
OiQd6wkxOFx9k_EmRaJYTA,"625 W Deer Valley Rd
Ste 105
Phoenix, AZ 85027",True,"[u'Hair Salons', u'Beauty & Spas']",8,Au Reve,[],-112.0823333,AZ,4.5,33.6835998,business
6ZYt8IChJmH3Ra5IqnlivA,"1342 W Warner Rd
Tempe, AZ 85281",True,"[u'Sandwiches', u'Restaurants']",9,Port of Subs,[],-111.9619158,AZ,2.5,33.3345479,business
bFm1ZmXPg0CVsc97sej_tQ,"4940 E Ray Rd
Phoenix, AZ 85044",True,"[u'Local Services', u'Shipping Centers', u'Printing Services']",6,FedEx Office Print & Ship Center,[],-111.9777098,AZ,3.0,33.3212765,business
y8a480EiwWikqlR1inkGxg,"5136 S Rural Rd
Tempe, AZ 85282",True,"[u'Sushi Bars', u'Restaurants']",28,Sushi Time,[],-111.9285013,AZ,3.5,33.3792532,business
JuQncODLNOhfSaa-5okpQQ,"2623 E McDowell Rd
Phoenix, AZ 85008",True,"[u'Auto Repair', u'Automotive', u'Tires']",3,Jack's Automotive Service,[],-112.024916,AZ,4.5,33.465427,business
qgVS6sBe7JNEI8otg0Y3dg,"1911 W Broadway Rd
Ste 1
Mesa, AZ 85202",True,"[u'American (Traditional)', u'Restaurants']",4,Ub's Restaurant & Bar,[],-111.872612,AZ,3.5,33.407138,business
2jCyo55dFgGzYpoIX8TwgA,"15029 N Thompson Peak Pkwy
Ste B111
Scottsdale, AZ 85260",True,"[u'Food', u'Coffee & Tea']",13,Starbucks Coffee,[],-111.8741292,AZ,4.0,33.6226416,business
hyff2JyqQgf85MaJZslHCg,"20 W 6th St
Tempe, AZ 85281",True,"[u'Tex-Mex', u'Restaurants']",108,Z'Tejas Southwestern Grill,[],-111.9409053,AZ,3.5,33.4245625,business
